Fecha,Título,Sumario,Enlace
25/11/2024,"BCB afirma que las reservas internacionales tienen una tendencia ""estable y positiva""","Las Reservas Internacionales Netas (RIN) llegaron a $us 2.066 millones a octubre del presente año, lo que significa que se mantienen con ""una tendencia estable y positiva"", afirmó este lunes el presidente del Banco Central de Bolivia (BCB), Edwin Rojas.",https://www.lostiempos.com/actualidad/pais/20241125/bcb-afirma-que-reservas-internacionales-tienen-tendencia-estable-positiva
25/11/2024,Hallan los restos de quinta víctima de  Pucamayu,"El ministro de Gobierno, Eduardo del Castillo, confirmó este lunes el hallazgo de los restos de la quinta víctima del asesinato en Pucamayu.",https://www.lostiempos.com/actualidad/seguridad/20241125/hallan-restos-quinta-victima-pucamayu
25/11/2024,Alcaldía ratifica que el pasaje del transporte público no subirá este año,"El alcalde de Cochabamba, Manfred Reyes Villa ratificó este lunes que este año no se aumentará las tarifas del transporte público.",https://www.lostiempos.com/actualidad/cochabamba/20241125/alcaldia-ratifica-que-pasaje-del-transporte-publico-no-subira-este
25/11/2024,Choferes mantienen estado de emergencia y exigen transparencia sobre distribución de diésel,"La Confederación de Choferes de Bolivia solicitó al Gobierno un informe detallado sobre la distribución de diésel en el país, expresando dudas sobre la veracidad de los reportes oficiales.",https://www.lostiempos.com/actualidad/pais/20241125/choferes-mantienen-estado-emergencia-exigen-transparencia-distribucion
25/11/2024,Juliana Barrientos regresa a Bolivia tras brillar en el Miss Universo 2024,"Juliana Barrientos, la representante de Bolivia que alcanzó el TOP 12 de Miss Universo, regresó al país dejando una huella imborrable en el certamen  La joven bioquímica, políglota y pianista no solo destacó por su elegancia y carisma, sino también por su innovador proyecto social que resonó a nivel internacional.",https://www.lostiempos.com/oh/actualidad/20241125/juliana-barrientos-regresa-bolivia-brillar-miss-universo-2024
25/11/2024,"PGE 2025 proyecta un crecimiento económico del 3,51% y un déficit fiscal del 9,2%","El Proyecto de Ley del Presupuesto General del Estado (PGE) 2025, prevé un crecimiento económico del 3,51% para el próximo año, acompañado de un déficit fiscal del 9,2% del PIB y una tasa de inflación proyectada en 7,5%. Asimismo, el presupuesto consolidado del Estado alcanzará los 296.565 millones de bolivianos, representando un aumento del 11,7% respecto a la gestión anterior.",https://www.lostiempos.com/actualidad/economia/20241125/pge-2025-proyecta-crecimiento-economico-del-351-deficit-fiscal-del-92
25/11/2024,Gonzalo Hurtado es elegido como nuevo presidente del Tribunal Constitucional,"En medio de la prórroga de mandato en el Órgano Judicial, el magistrado por Beni, Gonzalo Hurtado Zamorano, ha sido elegido como presidente del Tribunal Constitucional Plurinacional (TCP) por decisión de Sala Plena en reemplazo de Paul Franco.",https://www.lostiempos.com/actualidad/pais/20241125/gonzalo-hurtado-es-elegido-como-nuevo-presidente-del-tribunal
25/11/2024,Nacional Seguros lanza “Alto” para proteger a las mujeres contra la violencia,"Como parte de sus acciones de RSE, Nacional Seguros en alianza con Addiuva, Innovate y CONSER, busca velar por la tranquilidad y la protección de la mujer boliviana",https://www.lostiempos.com/mostrador/mostrador/20241125/nacional-seguros-lanza-alto-proteger-mujeres-contra-violencia
25/11/2024,Mujeres de Bolivia marchan contra la impunidad y en defensa de los huérfanos por feminicidios,"Este lunes, cientos de mujeres se movilizaron en Cochabamba y La Paz, para exigir justicia por las víctimas de feminicidios y por los menores que quedaron huérfanos debido a la violencia machista.",https://www.lostiempos.com/actualidad/pais/20241125/mujeres-bolivia-marchan-contra-impunidad-defensa-huerfanos-feminicidios
25/11/2024,"El Gobierno colombiano pide al ELN que tome ""la decisión definitiva de abandonar la violencia""","El ministro del Interior de Colombia, Juan Fernando Cristo, exhortó este lunes a la guerrilla del Ejército de Liberación Nacional (ELN) a ""recapacitar y reflexionar"" para poner fin a la violencia si de verdad quiere llegar a un acuerdo de paz.",https://www.lostiempos.com/actualidad/mundo/20241125/gobierno-colombiano-pide-al-eln-que-tome-decision-definitiva-abandonar
25/11/2024,La jueza cierra el caso contra Trump por el asalto al Capitolio a petición del fiscal,"La jueza federal del Distrito de Columbia Tanya Chutkan cerró este lunes el caso contra el presidente electo de Estados Unidos, Donald Trump, por injerencia electoral y el asalto al Capitolio de 2021 después de que se lo pidiera el fiscal especial, Jack Smith.",https://www.lostiempos.com/actualidad/mundo/20241125/jueza-cierra-caso-contra-trump-asalto-al-capitolio-peticion-del-fiscal
25/11/2024,Exmagistrados y exfiscales se querellan contra Juan Carlos I por delitos fiscales,"Un grupo de magistrados y fiscales españoles jubilados presentaron una querella contra el rey Juan Carlos I, anterior jefe del Estado español, por delitos contra la Hacienda Pública que podrían haberse cometido en las declaraciones tributarias correspondientes a los años comprendidos entre el 2014 y el 2018.",https://www.lostiempos.com/actualidad/mundo/20241125/exmagistrados-exfiscales-se-querellan-contra-juan-carlos-i-delitos
25/11/2024,Gobernación de Potosí descarta actividad volcánica en Colcha K,"La noticia de la posible activación de un volcán en el municipio de Colcha K, provincia Nor Lípez del departamento de Potosí causó revuelo en las últimas horas, sin embargo, la Gobernación lo descartó y aseguró que se trata, en realidad de la quema del arbusto yareta y que no representa riesgo.",https://www.lostiempos.com/actualidad/pais/20241125/gobernacion-potosi-descarta-actividad-volcanica-colcha-k
25/11/2024,Elecciones Judiciales: Arranca capacitación para jurados electorales,"El Tribunal Electoral Departamental (TED) dio inicio este lunes al proceso de capacitación para los jurados seleccionados que participarán en las Elecciones Judiciales y del Tribunal Constitucional Plurinacional (TCP), programadas para el 15 de diciembre.",https://www.lostiempos.com/actualidad/pais/20241125/elecciones-judiciales-arranca-capacitacion-jurados-electorales
25/11/2024,Huawei impulsa el futuro digital de Bolivia  con capacitaciones para la población,"En un convenio de alianza estratégica entre el sector público, privado y de educación, ADSIB, EGPP, HUAWEI y la UMSA",https://www.lostiempos.com/mostrador/mostrador/20241125/huawei-impulsa-futuro-digital-bolivia-capacitaciones-poblacion
25/11/2024,Sapolio de Alicorp recibe galardón en primera versión de Effie Bolivia,"La campaña publicitaria “La más concentrada de Bolivia” de Alicorp Bolivia para su lavandina Sapolio, difundida durante 2023, obtuvo el trofeo de plata",https://www.lostiempos.com/mostrador/mostrador/20241125/sapolio-alicorp-recibe-galardon-primera-version-effie-bolivia
25/11/2024,Nuevatel: Comunicado 25 de noviembre (I),"Nuevatel: Comunicado PCS de Bolivia S.A., informa a sus usuarios y público en general.",https://www.lostiempos.com/mostrador/mostrador/20241125/nuevatel-comunicado-25-noviembre-i
26/11/2024,Televisión. Llega a la pantalla la obra “Cien años de soledad”,Tras muchas adaptaciones fallidas de obras de Gabriel García Márquez,https://www.lostiempos.com/doble-click/cultura/20241126/television-llega-pantalla-obra-cien-anos-soledad
26/11/2024,Teatro. La Boca pone en escena “Alicia en el país de las maravillas”,"Apelando a la imaginación y la magia, el grupo escénico La Boca retorna con fuerza a los escenarios cochabambinos",https://www.lostiempos.com/doble-click/cultura/20241126/teatro-boca-pone-escena-alicia-pais-maravillas
26/11/2024,Filme “El ladrón de perros” participa en la 55va edición de Cine de la India,"El filme “El ladrón de perros”, dirigida por Vinko Tomicis Salinas, forma parte de la  55ª edición del Festival Internacional de Cine de la India",https://www.lostiempos.com/doble-click/cultura/20241126/filme-ladron-perros-participa-55va-edicion-cine-india
26/11/2024,Proyectan talentos en la  técnica de pintura al óleo,Treinta y cuatro artistas en proceso de formación de la Escuela de Arte Cayano Bay,https://www.lostiempos.com/doble-click/cultura/20241126/proyectan-talentos-tecnica-pintura-al-oleo
26/11/2024,Uruguay gira a la izquierda en nueva alternancia política,El triunfo del frenteamplista Yamandú Orsi en la segunda vuelta de las elecciones de Uruguay,https://www.lostiempos.com/actualidad/mundo/20241126/uruguay-gira-izquierda-nueva-alternancia-politica
26/11/2024,La violencia  machista asesina a una mujer cada 10 minutos,Una mujer o una niña es asesinada cada 10 minutos en el mundo por su pareja o un familiar,https://www.lostiempos.com/actualidad/mundo/20241126/violencia-machista-asesina-mujer-cada-10-minutos
26/11/2024,Tráiler que chocó  en Melga iba con exceso de velocidad,"La Dirección departamental de Tránsito, Transporte y Seguridad informó que, según las primeras investigaciones",https://www.lostiempos.com/actualidad/seguridad/20241126/trailer-que-choco-melga-iba-exceso-velocidad
26/11/2024,Un policía suspendido tenía armas  y uniformes,Un funcionario de la Policía que estaba suspendido desde hace más de medio año fue sorprendido recogiendo de la terminal de buses una maleta que contenía uniformes,https://www.lostiempos.com/actualidad/seguridad/20241126/policia-suspendido-tenia-armas-uniformes
26/11/2024,Suman 45.396 víctimas de violencia de género y sexual en el territorio nacional,"Del 1 de enero hasta el 24 de noviembre de este año, la Fiscalía General del Estado (FGE)",https://www.lostiempos.com/actualidad/seguridad/20241126/suman-45396-victimas-violencia-genero-sexual-territorio-nacional
26/11/2024,"Lluvias aumentan riesgo en Takoloma, donde la tierra se hunde 9 metros","Los deslizamientos de tierra en Takoloma, ubicada en el Distrito 8 de la zona  sur  de la ciudad, se hundió nueve metros en dos años. Por ello, el riesgo aumenta por la época de lluvias",https://www.lostiempos.com/actualidad/cochabamba/20241126/lluvias-aumentan-riesgo-takoloma-donde-tierra-se-hunde-9-metros
26/11/2024,Reservas Internacionales alcanzan a $us 2.066 millones a octubre de 2024,Las Reservas Internacionales Netas (RIN) de Bolivia alcanzaron $us 2.066 millones al cierre de octubre,https://www.lostiempos.com/actualidad/economia/20241126/reservas-internacionales-alcanzan-us-2066-millones-octubre-2024
