fecha,titulo,sumario,LastModificationDate,Id,PublicationDate,Url,Nodes_en,AuthorName
03-12-2024,"Marcelo sí, pero no así",.,2024-12-03T04:44:58.247Z,393984,2024-12-03T07:00:00Z,marcelo-si-pero-no-asi,"Opinión, Edición Impresa",Ronald MacLean-Abaroa
03-12-2024,Réquiem para el Congreso Educativo,.,2024-12-03T04:39:12.74Z,393979,2024-12-03T07:00:00Z,requiem-para-el-congreso-educativo,"Opinión, Edición Impresa",Alberto Santelices  Salomón
03-12-2024,El poder de un equipo humanizado,.,2024-12-03T04:35:10.047Z,393978,2024-12-03T07:00:00Z,el-poder-de-un-equipo-humanizado,"Opinión, Edición Impresa",
03-12-2024,Sobre la historia colonial,.,2024-12-03T04:47:24.38Z,393985,2024-12-03T07:00:00Z,sobre-la-historia-colonial,Opinión,Renzo Abruzzese
03-12-2024,Avasallamientos se vuelven cada vez más peligrosos,.,2024-12-03T04:49:31.8Z,393986,2024-12-03T07:00:00Z,avasallamientos-se-vuelven-cada-vez-mas-peligrosos,"Opinión, Edición Impresa",Editorial El Deber
03-12-2024,Cara a cara,.,2024-12-03T04:51:27.71Z,393987,2024-12-03T07:00:00Z,cara-a-cara,"Opinión, Edición Impresa",Monica Salvatierra
03-12-2024,Gonzalo Sánchez de Lozada es sentenciado a seis años de cárcel por el caso Petrocontratos,"En tanto, los tres exministros de Goni recibieron una condena de cinco años de prisión que deberá cumplirse en la cárcel de San Pedro. El caso se abrió en 2005",2024-12-03T22:03:50.113Z,393977,2024-12-03T03:31:00Z,gonzalo-sanchez-de-lozada-es-sentenciado-a-seis-anos-de-carcel-por-el-caso-petrocontratos,PAÍS ,Diego Seas
03-12-2024,Evismo trabaja para evitar desbande de militantes y anuncia plan B para comicios de 2025,Los dirigentes menores y los militantes masistas piden crear rápidamente un nuevo partido para participar en las elecciones,2024-12-03T03:31:03.27Z,393974,2024-12-03T03:03:36Z,evismo-trabaja-para-evitar-desbande-de-militantes-y-anuncia-plan-b-para-comicios-de-2025,PAÍS ,Marco Antonio Chuquimia
03-12-2024,"Santiago Castedo, goleador de la reserva de Blooming, subió a la primera","El delantero juvenil firmó contrato profesional con la academia cruceña, institución en la que se formó futbolísticamente",2024-12-03T02:49:17.82Z,393973,2024-12-03T02:47:25Z,santiago-castedo-goleador-de-la-reserva-de-blooming-subio-a-la-primera,Blooming,Rainer Duran
03-12-2024,"Transporte urbano se encamina a su segundo día de paro, mientras la ciudadanía peregrina por el servicio ","Para el vocero municipal, el paro indefinido de los transportistas no tiene razonamiento lógico puesto que por un lado hablan de una ""crisis, pero por el otro están un día sin trabajar"".",2024-12-04T01:49:30.86Z,393972,2024-12-03T02:15:00Z,transporte-urbano-se-encamina-a-su-segundo-dia-de-paro-mientras-la-ciudadania-peregrina-por-el-servi,Santa Cruz,Ariel Melgar Cabrera
03-12-2024,"Iván Arias es convocado de nuevo por el caso Bajo Llojeta, esta vez en calidad de investigado  ",Manuel Condori había asegurado que él nunca autorizó movimiento de tierras; pero la empresa presentó sus documentos legales,2024-12-04T02:03:20.933Z,393971,2024-12-03T01:49:15Z,ivan-arias-es-convocado-de-nuevo-por-el-caso-bajo-llojeta-esta-vez-en-calidad-de-investigado,PAÍS ,Marco Antonio Chuquimia
03-12-2024,Mbappé mantiene la presión sobre el PSG por los retrasos en su salario,El jugador del Real Madrid al reclama a su anterior club 55 millones de euros de retrasos en el pago de sus últimos salarios y de las primas,2024-12-03T01:38:00.78Z,393969,2024-12-03T01:37:25Z,mbappe-mantiene-la-presion-sobre-el-psg-por-los-retrasos-en-su-salario,Fútbol,Agencia EFE
03-12-2024,"Gabriel Villamil, el día después de su doblete: “Somos finalistas, gran desempeño del equipo”",El mediocampista boliviano fue fundamental en el triunfo (5-0) de Liga de Quito sobre Deportivo Cuenca y decidió expresar mediante sus redes sociales,2024-12-03T01:33:52.42Z,393968,2024-12-03T01:15:00Z,gabriel-villamil-el-dia-despues-de-su-doblete-somos-finalistas-gran-desempeno-del-equipo,Fútbol,Rainer Duran
03-12-2024,Cobija: envían a la cárcel a soldado acusado del asesinato de una mujer mototaxista ,"Según la denuncia, Liz Vania Amutari desapareció el 24 de octubre cuando salió a trabajar como mototaxista de su vivienda en Cobija",2024-12-03T00:53:26.52Z,393953,2024-12-03T00:48:36Z,cobija-envian-a-la-carcel-a-soldado-acusado-del-asesinato-de-una-mujer-mototaxista,PAÍS ,Ariel Melgar Cabrera
03-12-2024,Búsqueda del menor que cayó a un canal en pleno aguacero continuará este martes ,Bomberos de la Policía de Santa Cruz de la Sierra anunciaron que la búsqueda se reforzará con lanchas y equipos especializados en rescate de personas,2024-12-03T01:38:56.59Z,393966,2024-12-03T00:35:00Z,busqueda-del-menor-que-cayo-a-un-canal-en-pleno-aguacero-continuara-este-martes,Santa Cruz,Ariel Melgar Cabrera
03-12-2024,"Vinicius, elegido mejor jugador de noviembre en la Liga española","El delantero brasileño del Real Madrid, que actualmente está lesionado, anotó tres goles el pasado mes y además realizó una asistencia",2024-12-03T00:18:17.313Z,393965,2024-12-03T00:18:10Z,vinicius-elegido-mejor-jugador-de-noviembre-en-la-liga-espanola,Fútbol,Agencia EFE
03-12-2024,Evaluación de la Ley Avelino Siñani se hizo esperar 14 años y profundizó poco,"Hace unos días se realizó el Congreso Educativo con varios objetivos, uno de estos, diagnosticar los avances y desafíos de la educación en Bolivia. El mayor logro fue acordar mayor presupuesto",2024-12-03T00:06:04.077Z,393947,2024-12-03T00:05:27Z,evaluacion-de-la-ley-avelino-sinani-se-hizo-esperar-14-anos-y-profundizo-poco,PAÍS ,EL DEBER
